,Name,Online_Order,Book_Table,Rating,Votes,Location,Rest_Type,Dish_Liked,Cuisines,Approx_Cost,Type
18838,New Krishna Sagar,Yes,No,3.3,26,Indiranagar,Quick Bites,NA,"South Indian, North Indian, Chinese",300,Delivery
18839,Behrouz Biryani,Yes,No,4,85,Old Airport Road,Delivery,"Biryani, Gulab Jamun, Raita",Biryani,650,Delivery
18840,Leon Grill,Yes,No,4.2,1327,Jeevan Bhima Nagar,Quick Bites,"Burgers, Peri Peri Chicken, Fries, Jumbo Royale Burger, Falafel Roll, Shawarma, Chicken Jumbo Burger","Burger, Turkish, Arabian, Fast Food, Salad, Healthy Food, Desserts",500,Delivery
18841,M.M.A Kababs Rolls & Biryani Center,Yes,No,2.7,67,Old Madras Road,Quick Bites,"Rolls, Chicken Grill","North Indian, Chinese, Kebab",400,Delivery
18842,Chowpatty,Yes,No,3.9,924,Indiranagar,Quick Bites,"Gulab Jamun, Chaat, Paratha, Vada Pav, Masala Pav Bhaji, Buttermilk, Aloo Tikki Chat","North Indian, Fast Food, Street Food",300,Delivery
18844,Motis Kitchen,Yes,No,4.1,551,Thippasandra,Quick Bites,"Roast Beef, Chicken Curry, Tea, Pazham Pori, Fish Fry, Beef Fry, Puttu Biryani","South Indian, Kerala, Biryani",350,Delivery
18846,Sandhya Veg,Yes,No,3.5,54,Brigade Road,Quick Bites,NA,"South Indian, Chinese",150,Delivery
18848,Kanteen 038,Yes,No,4,50,Indiranagar,Quick Bites,"Chai, Maggi, English Breakfast","Tea, Beverages, Fast Food",200,Delivery
18849,Kunda Biryani,Yes,No,3.8,189,CV Raman Nagar,Casual Dining,Chicken Biryani,"Hyderabadi, Biryani, North Indian",800,Delivery
18850,Potful,Yes,No,4.1,1122,Domlur,Delivery,"Phirni, Chicken Roll, Hyderabadi Biryani, Mutton Biryani, Lucknowi Biryani, Galauti Kebab, Gulab Jamun","Biryani, Kebab, Rolls, Mughlai",650,Delivery
18851,Dindigul Thalappakatti,Yes,No,4.3,289,Indiranagar,Casual Dining,"Mutton Biryani, Mutton Sukha, Chicken Varuval, Chicken Boneless Biryani, Kola Urundai, Dindigul Biryani","Biryani, Chinese, North Indian, South Indian",800,NA
18853,Donne Biriyani Mane,Yes,No,3.8,140,Indiranagar,Quick Bites,"Donne Biryani, Chicken Biryani Combo, Pepper Chicken, Chicken Fry","Biryani, Kebab",400,Delivery
18854,Paradise,Yes,No,4.1,3238,Indiranagar,Casual Dining,"Chicken Biryani, Hyderabadi Biryani, Mutton Biryani, Hydrabadi Biryani, Vegetable Biryani, Reshmi Kebab, Mutton Seekh Kabab","Biryani, North Indian, Kebab",800,Delivery
18855,New Punjabi Hotel,Yes,No,3.2,393,Old Airport Road,Quick Bites,"Rajma, Tandoori Roti, Sweet Lassi, Tandoori Chicken, Naan, Dal Makhani, Veg Thali","North Indian, Chinese",400,Delivery
18856,Beijing Bites,Yes,No,3.1,282,Jeevan Bhima Nagar,Casual Dining,"Noodles, Chicken Noodle, Momos, Manchow Soup, Manchurian, Garlic Butter Noodle, Golden Fried Prawns","Chinese, Thai",850,Delivery
18857,Green Pepper,Yes,No,3.8,259,Jeevan Bhima Nagar,Casual Dining,"Appam, Chicken Stew, Chicken Curry, Sea Food, Kerala Parotta, Fish Curry, Paratha","Seafood, South Indian, Chinese, Kerala",600,Delivery
18858,Tiffun,Yes,No,3.9,83,CV Raman Nagar,Quick Bites,Dal Tadka,North Indian,300,Delivery
18859,Warm Oven,Yes,No,4.3,888,Domlur,Delivery,"Chocolate Truffle Cake, Eggless Cake, Cup Cake, Chocolate Dreamcake, Photo Cake, Fruit Cake, Litchi Cake","Bakery, Desserts",500,Delivery
18860,Chakh Le Foods,Yes,Yes,3.4,257,Jeevan Bhima Nagar,Casual Dining,"Fish, Aloo Posto","North Indian, Mughlai, Bengali, Chinese",500,Delivery
18861,Hyderabad Biryaani House,Yes,No,3.9,1615,Old Airport Road,Casual Dining,"Hyderabadi Biryani, Mutton Biryani, Tandoori Chicken, Vegetable Biryani, Chicken Boneless Biryani, Lime Soda, Chicken Dum Biryani","Biryani, North Indian, Chinese",550,Delivery
18862,Andal Mess,Yes,No,3.6,133,Indiranagar,Mess,"Chicken Kothu Paratha, Dindigul Biryani, Chicken Chukka, Plain Dosa, Mutton Biryani","Biryani, South Indian, North Indian",250,Delivery
18863,Donne Biriyani Mane,Yes,No,3.8,161,Jeevan Bhima Nagar,Casual Dining,NA,"Biryani, Kebab",400,Delivery
18864,The Good Bowl,Yes,No,3.6,9,Indiranagar,"Takeaway, Delivery",NA,"Italian, North Indian, Biryani",500,Delivery
18865,Dunkin' Donuts,Yes,No,4,1078,Brigade Road,"Quick Bites, Dessert Parlor","Burgers, Coffee, Chocolate Donut, Bagel, Chocolate Drink, Dunkaccinos, Hot Chocolate","Burger, Desserts, Fast Food",550,Delivery
18866,Meghana Foods,Yes,Yes,4.2,1745,Indiranagar,Casual Dining,"Chicken Boneless Biryani, Paneer Biryani, Andhra Style Biryani, Tandoori Chicken, Prawn Biryani, Raita, Hyderabadi Biryani","Biryani, Chinese, North Indian, Seafood",750,NA
18868,KFC,Yes,No,3.9,327,Old Airport Road,Quick Bites,"Burgers, Ginger Chicken, Hot Wings, Veg Burger, French Fries, Rice Bowl","Burger, Fast Food",400,Delivery
18869,New Alameen Restaurant,Yes,No,3.4,23,Ulsoor,Quick Bites,NA,"Kerala, North Indian, Chinese",300,Delivery
18870,Django,Yes,Yes,4,210,Indiranagar,Cafe,"Burgers, Pizza, Coffee, Peri Peri Chicken Wings, Beef Burger, Mango Salad, Chicken Burger","Cafe, Italian, Pizza, Burger, Beverages",800,Delivery
18871,Plantain Leaf,Yes,No,3.9,521,Thippasandra,Casual Dining,"Chicken Boneless Biryani, Chicken Guntur, Tandoori Chicken, Crispy Chicken, Panner Tikka, Hyderabadi Biryani, Naan","Andhra, Chinese, North Indian, Biryani",600,Delivery
18873,S P Dum Biryani,Yes,No,3.3,77,Jeevan Bhima Nagar,Delivery,NA,Biryani,400,Delivery
18874,A 1 Pizza and Food,Yes,No,2.8,211,Old Airport Road,Delivery,Pizza,"Pizza, Chinese, North Indian",300,Delivery
18875,Amritsari Kulcha Bite,Yes,No,3.9,99,Ulsoor,Quick Bites,"Lassi, Amritsari Kulcha, Chole",North Indian,150,Delivery
18877,Ambur Hot Dum Biryani,Yes,No,3.1,43,Old Airport Road,Quick Bites,NA,Biryani,200,Delivery
18878,Bathinda Dine,Yes,No,4.1,730,Indiranagar,Casual Dining,"Lassi, Jeera Rice, Hariyali Kebab, Dal Fry, Chicken Lollipop, Chicken Rara, Dahi Ke Sholey",North Indian,950,Delivery
18879,Shawarma Time,Yes,No,3.7,78,Ulsoor,Quick Bites,NA,Arabian,300,Delivery
18880,Pathaan Sir,Yes,No,3.2,49,Indiranagar,Quick Bites,Rolls,"Fast Food, Momos, Rolls",250,Delivery
18881,Asha Sweets Center,Yes,No,4.1,57,Indiranagar,"Sweet Shop, Quick Bites","Badam Milk, Kulfi, Rasmalai, Rasgulla","Mithai, Street Food",200,Delivery
18882,Rannaghar,Yes,No,3.9,138,Jeevan Bhima Nagar,Casual Dining,"Luchi, Sweet Corn Veg Soup","North Indian, Bengali, Chinese",600,Delivery
18885,Khushi Kitchen,Yes,No,3.3,69,Thippasandra,Quick Bites,NA,"Street Food, North Indian, Bengali, Oriya",400,Delivery
18886,Vietnamese Kitchen,Yes,Yes,4.1,522,Indiranagar,Casual Dining,"Pho, Pad Thai, Jasmine Tea, Spring Roll, Chocolate Shake, Thai Green Curry, Momos","Chinese, Vietnamese, Momos, Thai",800,Delivery
18887,Punjabi's Food Corner,Yes,No,3.6,88,CV Raman Nagar,Quick Bites,NA,"North Indian, Chinese",250,Delivery
18889,Pot Biryani,Yes,No,3.9,456,Domlur,Casual Dining,"Pot Biryani, Boneless Biryani, Raita, Paneer Biryani, Mutton Biryani, Sea Food, Ghee Roast Mutton","North Indian, Chinese, Biryani, Seafood",600,Delivery
18892,Five Star Chicken,Yes,No,3.7,68,Jeevan Bhima Nagar,Quick Bites,NA,"Fast Food, Burger",200,Delivery
18893,PurpleBasil.in,Yes,No,4.4,457,Indiranagar,Delivery,"Pasta, Chicken Meal, Pongal, Pesarattu, Chicken Satay, Noodles, Salad","Healthy Food, Desserts",500,Delivery
18894,Truffles,No,No,4.6,1313,Indiranagar,"Cafe, Casual Dining","Burgers, Pasta, Crunchy Veg Burger, American Cheese Burger, Peri Peri Chicken Burger, Mojito, Chicken Paprika","Cafe, American, Burger, Steak",900,NA
18896,Andhra Mess,Yes,No,3.2,128,Domlur,Mess,NA,"Andhra, Biryani, Chinese",400,Delivery
18897,Bhookha Sher,Yes,No,3.6,8,Old Airport Road,Quick Bites,NA,"North Indian, Fast Food",350,Delivery
18898,Swaadpurna,Yes,No,3.6,51,Jeevan Bhima Nagar,Casual Dining,NA,"North Indian, South Indian, Chinese, Biryani",450,Delivery
18899,The Chocolate Heaven,Yes,No,3.8,135,Old Airport Road,"Dessert Parlor, Cafe","Paneer Pizza, Sizzler Brownie, Hot Chocolate, Pancakes, Pasta, Coffee, Nutella Waffle","Desserts, Cafe, Italian, Beverages",700,Delivery
18900,Samosa Singh,Yes,No,3.7,43,Thippasandra,Delivery,NA,"Street Food, Beverages",150,Delivery
18902,Cheesy Juicy Burgers,Yes,No,3.9,82,Indiranagar,Quick Bites,"Burgers, French Fries, Garlic Bread, Sandwiches, Cheesy Juicy Burger, Veg Burger","Burger, Sandwich, Beverages",500,Delivery
18903,The Biryanis,Yes,No,3.8,426,Jeevan Bhima Nagar,Casual Dining,"Chicken Biryani, Hyderabadi Biryani, Vegetable Biryani, Chicken Majestic, Mutton Biryani, Mirch Ka Saalan, Butter Chicken","Andhra, Biryani, North Indian",500,Delivery
18904,Thalis Of India,Yes,No,3.4,20,Indiranagar,Delivery,NA,"South Indian, North Indian, Beverages",500,Delivery
18905,Desi Chinese kitchen,Yes,No,3.9,24,Indiranagar,Casual Dining,NA,"Chinese, Asian",700,Delivery
18906,FoodIshq,Yes,No,4,173,Kaggadasapura,Delivery,"Paratha, Rasgulla, Dal Fry, Paneer Bhurji, Thali, Aloo Jeera",North Indian,450,Delivery
18907,Healthie,Yes,No,3.9,190,Indiranagar,Delivery,"Chicken Salad, Chicken Grill, Salads, Palak Chicken, Chicken Sandwich","Healthy Food, Beverages",600,Delivery
18910,Brownie Heaven,Yes,No,4.3,127,Indiranagar,Dessert Parlor,"Mocha Fudge, Red Velvet Brownie, Salted Caramel, Brownie Chocolate",Desserts,300,Delivery
18911,Indiana Burgers,Yes,No,3.3,45,Domlur,Delivery,NA,Burger,300,Delivery
18912,Sri Udupi Park,Yes,No,3.7,443,Old Airport Road,Casual Dining,"Filter Coffee, Tea, Kadhai Paneer, Chaat, Panneer Butter Masala, Idli Vada, Mushroom Masala","South Indian, Chinese, North Indian",400,Delivery
18913,Pizza Hut,Yes,No,3.7,833,Indiranagar,Casual Dining,"Cheesy Maxx Pizza, Pasta, Cheesy Garlic Bread, Pane Pizza, Kurkure Pizza","Pizza, Fast Food",750,Delivery
18916,Aathurar,Yes,No,3.2,574,Jeevan Bhima Nagar,Casual Dining,"Sea Food, Jumbo Vanjiram, Chicken Biryani, Mutton Biryani, Naan, Paratha, Chicken Chettinad","Chettinad, Biryani, South Indian, Seafood",600,Delivery
18917,Momo Rice Noodles,Yes,No,3.8,221,Ejipura,Casual Dining,"Momos, Noodles, Dragon Chicken, Chicken Manchurian, Wonton Soup, Chilli Chicken","Chinese, Momos",400,Delivery
18918,Keto Kitchen,Yes,No,3.1,18,Indiranagar,Casual Dining,NA,Healthy Food,500,Delivery
18919,UBQ by Barbeque Nation,Yes,No,3.3,12,Indiranagar,Delivery,NA,"North Indian, BBQ, Biryani, Kebab",450,Delivery
18922,Taco Bell,Yes,No,4.2,387,Indiranagar,Quick Bites,"Tacos, Nachos, Tikka Masala Burrito, Chicken Quesadilla, Salsa, Mexican Fries, Paneer Taco","Mexican, American, Fast Food",600,NA
18924,Bombay Sandwich Company,Yes,No,3.1,39,Indiranagar,Delivery,"Sandwiches, Falafal Sandwich","Sandwich, Beverages",400,Delivery
18926,Chef's Cap Chinese Cuisine Restaurant,Yes,No,3.9,30,Old Airport Road,Quick Bites,NA,Chinese,400,Delivery
18927,Smally's Resto Cafe,Yes,No,4,401,Indiranagar,Cafe,"Burgers, Peri Peri Chicken Steak, Pasta, Pizza, Meat Balls, Hot Chocolate, Beef Burger","Cafe, Italian, Burger, American, Steak",650,Delivery
18928,Anand Sweets and Savouries,Yes,No,4,261,Old Airport Road,Sweet Shop,"Chaat, Rasmalai, Mysore Pak, Rasgulla, Dahipuri, Jalebi, Chole","Mithai, Street Food",400,Delivery
18930,Tata Cha,Yes,No,3.9,661,Indiranagar,Cafe,"Poha, Masala Tea, Hot Chocolate, Gulkand Chai, Kadak Chai, Iced Peach Tea, Bun Maskas","Cafe, Tea, North Indian",500,NA
18932,Subway,Yes,No,3.7,106,CV Raman Nagar,Quick Bites,Sandwich,"Salad, Fast Food",600,Delivery
18933,Bharanis,Yes,No,3.7,16,Domlur,Casual Dining,NA,"Andhra, Biryani",600,Delivery
18934,Krispy Kreme,Yes,No,4.1,259,Indiranagar,Dessert Parlor,"Donut, Filter Coffee, Cookie Crunch, Custard, Hot Chocolate, Hot Coffee, Latte","Desserts, Beverages",300,Delivery
18935,Salt Mango Tree,Yes,Yes,4.1,243,Indiranagar,Casual Dining,"Kerala Parotta, Appam, Buttermilk, Biryani, Chicken Fry, Beef Fry, Fish Curry",Kerala,800,Delivery
18936,Snacks Joint,Yes,No,3.8,185,Jeevan Bhima Nagar,Quick Bites,"Samosa, Poha, Chaat, Chhole Bhature, Ginger Tea, Chole, Aloo Tikki",Fast Food,150,Delivery
18937,Cream Stone,Yes,No,4.2,734,Indiranagar,Dessert Parlor,"Chocolate Icecreams, Coffee Craze, Chocolava, Ferrero Rocher, Waffles, Nutella Brownie, Tiramisu",Desserts,300,Delivery
18940,Food Lover,Yes,No,3.7,32,Indiranagar,Delivery,NA,"North Indian, Chinese",400,Delivery
18942,Seafood Place,Yes,No,4.1,293,Indiranagar,Casual Dining,"Sea Food, Masala Prawn, Crabmeat Soup, Crab Ghee Roast, Anjal Masala Fry, Prawn Curry, Tandoori Pomfret","Chinese, North Indian, Kerala, Mangalorean, Seafood",800,Delivery
18943,Le Gateau - The Cake Shop,Yes,No,4.4,535,Old Airport Road,Delivery,"Cup Cake, Fruit Gateau, Sponge Cake, Mango Cake, Eggless Cake, Chocolate Truffle Cake, Cheesecake","Desserts, Bakery",600,Delivery
18944,Andhra Ruchulu,Yes,No,4,43,Old Airport Road,Quick Bites,NA,"Andhra, North Indian",400,Delivery
18945,Smoor,Yes,No,4.6,1689,Indiranagar,"Dessert Parlor, Cafe","Hot Chocolate, Chocolate Pastry, Cheesecake, Chocolate Sundae, Coffee, Chips, Macaroon","Desserts, Cafe, Beverages",900,NA
18947,Srinidhi Sagar,Yes,No,3.9,160,Old Airport Road,Quick Bites,"Masala Dosa, Rava Dosa, Rava Idli, Filter Coffee, Vada, Kesari Bath, Veg Sandwich","South Indian, North Indian, Chinese",40,Delivery
18948,PreRit's Food Factory,Yes,No,3.6,67,Indiranagar,Delivery,"Biryani, Kerala Parotta, Chilli Chicken, Paratha, Roti","North Indian, Mughlai, Chinese",300,Delivery
18949,Mani's Dum Biryani,Yes,No,4,682,Jeevan Bhima Nagar,Casual Dining,"Vegetable Biryani, Raita, Mutton Biryani, Chicken Kebab Biryani, Paneer Biryani, Chicken Biryani Combo, Lemon Chicken","Biryani, Kebab",750,Delivery
18950,Gowdru Hotel,Yes,No,3.9,199,Indiranagar,Quick Bites,"Mutton Chops, Mutton Fry, Brain Fry, Mutton Masala, Mutton Curry, Donne Biryani, Chicken Curry","South Indian, Biryani",400,Delivery
18951,Night Food Delivery,Yes,No,2.9,21,Indiranagar,Delivery,NA,"Burger, Rolls, Sandwich, North Indian",500,Delivery
18952,Savoury Express,Yes,No,3.6,31,Jeevan Bhima Nagar,Casual Dining,NA,Arabian,800,Delivery
18953,Chai Point,Yes,No,4.2,175,Indiranagar,"Beverage Shop, Quick Bites","Ginger Tea, Maggi, Ice Tea, Ginger Chai, Samosa, Lemon Tea, Vada Pav","Tea, Beverages, Fast Food",250,Delivery
18955,The Brekkie Shop,Yes,No,3.7,57,Indiranagar,Delivery,NA,"Healthy Food, Sandwich",300,Delivery
18956,Delicacy,Yes,No,3.9,647,Jeevan Bhima Nagar,Casual Dining,"Noodles, Momos, Fish, Paneer Satay, Sweet Corn Soup, Basil Chicken, Lime Soda","Chinese, Thai, Momos",500,Delivery
18958,Annabell,Yes,No,4,264,Indiranagar,"Quick Bites, Beverage Shop","Burgers, Sandwiches, Pizza, Beef Burger, Chicken Bbq Burger, French Fries, Barbecue Chicken Burger","Continental, Beverages",700,Delivery
18960,Karachi Bakery,Yes,No,3.9,56,Indiranagar,Bakery,Pasta,Bakery,500,Delivery
18961,Cita Pani,Yes,Yes,3.9,53,Indiranagar,Quick Bites,"Peri Peri Chicken, Shawarma, Biryani, Rolls","Biryani, North Indian, Arabian",350,Delivery
18962,Dhyaana,Yes,No,4.4,154,Indiranagar,Cafe,"Paneer Roll, Momos, Thali, Chai, Corn Bhel, Momo Platter, Corn Momo","Cafe, Healthy Food, Momos",600,Delivery
18963,Coast,Yes,No,3.3,59,Jeevan Bhima Nagar,Casual Dining,Neer Dosa,"Seafood, Mangalorean, North Indian, Biryani",750,Delivery
18964,Under The Tree,Yes,No,3,64,Domlur,Dessert Parlor,Sandwich,"Desserts, Juices, Fast Food",200,Delivery
18965,Glen's Bakehouse,Yes,No,4.2,5299,Indiranagar,"Bakery, Cafe","Coffee, Pizza, Cheesecake, Pasta, Potato Salad, Sandwiches, Chicken Pot Pie","Bakery, Cafe, Italian, Desserts",600,NA
18967,Keventers,Yes,No,4,567,Indiranagar,"Beverage Shop, Dessert Parlor","Thick Shakes, Choco Chip Shake, Choco Hazelnut, Chocolate Hazelnut Shake, Oreo Shake, Kit Kat Shake, Butterscotch Shake","Desserts, Beverages, Ice Cream",400,Delivery
18968,Misal Darbar,Yes,No,3,21,Indiranagar,Quick Bites,NA,Maharashtrian,200,Delivery
18972,Le Casse Crote,Yes,No,4.4,580,Thippasandra,Quick Bites,"Sandwiches, Sandwich, French Fries, Creme Caramel, Onion Rings, Potato Fries","French, Sandwich, Salad",450,Delivery
18973,Cup Chronicles Cafe,Yes,Yes,3.9,49,Indiranagar,Cafe,NA,"Cafe, Continental, Tea, Beverages, Desserts",450,Delivery
18976,Lassi Shop,Yes,No,4,213,Jeevan Bhima Nagar,Beverage Shop,"Faluda, Mango Lassi, Fruit Lassi, Sweet Lassi","Beverages, Juices, Ice Cream",100,Delivery
18978,Little Kolkata,Yes,No,3.9,97,Ejipura,Quick Bites,"Chicken Curry, Fish, Thali, Rolls, Rasgulla, Chicken Biryani","Bengali, North Indian",500,Delivery
18979,Assi Tussi Lassi,Yes,No,3.6,25,Ejipura,Beverage Shop,NA,"Beverages, Fast Food, Ice Cream",200,Delivery
18980,Crunch Pizzas - Express Delivery,Yes,No,3,235,Indiranagar,Delivery,"Pizza, Pepperoni",Pizza,500,Delivery
18982,Bhartiya Jalpan,No,No,4.1,1075,Indiranagar,Casual Dining,"Chaat, Jalebi, Rasgulla, Panipuri, Dhokla, Kullad Chai, Paratha","North Indian, Street Food, Chinese",800,Delivery
18983,Sabari Juice Junction,Yes,No,4.1,128,Jeevan Bhima Nagar,Beverage Shop,"Sandwiches, Fruit Juices, Oreo Shake, Sandwich","Beverages, Sandwich",250,Delivery
18984,The Waffles Hut,Yes,No,3.9,36,Indiranagar,Dessert Parlor,NA,Desserts,250,Delivery
18985,Faasos,Yes,No,3.9,140,Indiranagar,Delivery,"Chicken Wrap, Rolls, Potato Wrap, Veggie Wrap, Cheesy Chicken, Thali, Kheer","North Indian, Biryani, Fast Food",500,Delivery
18987,Wow Paratha,Yes,No,3.9,29,Jeevan Bhima Nagar,Delivery,NA,North Indian,400,Delivery
18990,Nagarjuna,No,No,4.2,1926,Indiranagar,Casual Dining,"Mutton Biryani, Andhra Style Biryani, Andhra Meal, Chicken Biryani, Butter Naan, Dal Palak, Andhra Thali","Andhra, Biryani",850,NA
18994,Skoolroom,Yes,No,4.3,566,Ulsoor,Cafe,"Chocolate Overload, Burgers, Pasta, Peri Peri Chicken Pizza, Peri Peri Chicken Burger, Momos, Freak Shake","Cafe, Continental, Italian, Burger, Beverages",700,NA
18996,Utse Kitchen,Yes,No,4.2,171,Commercial Street,Casual Dining,"Momos, Thukpa, Noodles, Nepali Thali, Chicken Momo, Chilli Momo","Nepalese, Tibetan, Momos",800,Delivery
18998,The Yogisthaan Cafe,Yes,No,4.2,1204,Indiranagar,Cafe,"Salads, Sandwich, Pasta, Tea, Hot Chocolate, Paella, Banana Smoothie","Cafe, Healthy Food, Salad, Beverages",600,Delivery
19005,Pizza Stop,Yes,No,3.2,166,Domlur,Quick Bites,"Pasta, Supreme Pizza, Thin Crust Pizza, Cheesy Garlic Bread","Pizza, Italian",600,Delivery
19006,McDonald's,Yes,No,3.9,388,Indiranagar,Quick Bites,"Burgers, Fries, Mcaloo Tikki, Vegetarian, Mc Spicy Chicken, Sandwiches","Burger, Fast Food",500,Delivery
19008,Paratha Corner,Yes,No,3.2,23,CV Raman Nagar,Quick Bites,NA,North Indian,150,Delivery
19013,Aagaman Veg,Yes,No,4,556,Indiranagar,Casual Dining,"Jalebi, Lunch Buffet, Dal Kichadi, Panneer Butter Masala, Crispy Corn, Dal Makhani, Gulab Jamun","North Indian, Chinese, South Indian",900,Delivery
19016,Mota Bawarchi,Yes,No,3.8,55,Indiranagar,"Takeaway, Delivery","Phirni, Panneer Butter Masala, Gulab Jamun, Roti, Murgh Angara, Chicken Biryani, Paneer Angara","North Indian, Fast Food",500,Delivery
19017,Hotel Devanand Kerala Restaurant,Yes,No,3.4,94,CV Raman Nagar,Quick Bites,NA,Kerala,300,Delivery
19020,Bite Me Cupcakes,Yes,No,4.2,624,Indiranagar,Dessert Parlor,"Cup Cake, Gooey Chocolate Cupcake, Tiramisu, Choco Cake",Desserts,300,Delivery
19021,Cafe Grill,Yes,No,4.1,496,Jeevan Bhima Nagar,Quick Bites,"Shawarma, Rolls, Chicken Grill, Kathi Roll, Paneer Roll, Chicken Shawarama, Egg Roll","Chinese, North Indian, Rolls",300,Delivery
19022,Omleterian,Yes,No,0,0,Thippasandra,Quick Bites,NA,"American, Continental",200,Delivery
19023,HomeDeli Kitchen,Yes,No,3,398,Jeevan Bhima Nagar,NA,"Neer Dosa, Sea Food, Chicken Sukha, Murgh Ghee Roast, Sweet Corn Soup, Mutton Paya Soup, Fish","North Indian, Chinese, Biryani",600,Delivery
19024,Tea Brew,Yes,No,4.1,1145,Indiranagar,"Cafe, Casual Dining","Momos, Wedges, Chai, Veg Club Sandwich, Masala Tea, Pasta, Waffles","Cafe, Continental, Momos, Italian, North Indian",500,Delivery
19028,Cafe Coffee Day,Yes,No,3.7,72,Indiranagar,Cafe,"Coffee, Brownie","Cafe, Fast Food",900,Delivery
19031,Bun Maska Chai,Yes,No,3.9,120,Jeevan Bhima Nagar,Quick Bites,"Poha, Bun Maskas, Ginger Chai, Sabudana Khichdi, Vada Pav, Samosa Bun, Sandwiches","Street Food, Fast Food",250,Delivery
19032,Hotel Karavali,Yes,No,3.7,257,Jeevan Bhima Nagar,Quick Bites,"Sea Food, Fish, Tomato Masala, Murgh Ghee Roast, Neer Dosa, Ghee Roast Mutton, Mutton Sukha","Biryani, North Indian, Mangalorean, Seafood",450,Delivery
19034,Yomama!!,Yes,Yes,4,340,Indiranagar,Quick Bites,"Burgers, Steak, Pancakes, Beef Burger, Oreo Thick Shakes, Chicken Juicy Burger, Pasta","Continental, Burger, Cafe, Steak",800,Delivery
19035,Srinathji's,Yes,Yes,3.6,592,Indiranagar,Casual Dining,"Palak Khichdi, Hyderabadi Biryani, Seekh Kebab, Chole, Naan, Chaat, Fries","Biryani, Chinese, Continental, North Indian, Pizza",850,Delivery
19037,No More Hungry,Yes,No,3.3,214,Jeevan Bhima Nagar,Quick Bites,"Thali, Lassi, Litti, Pav Bhaji, Chole Bhature, Aloo Paratha",North Indian,450,Delivery
19038,Crunch Pizzas,Yes,No,2.8,91,Thippasandra,NA,"Margarita, Cheesy Pizza","Italian, Pizza",600,Delivery
19039,Thai House,Yes,No,4.2,125,Brigade Road,Casual Dining,"Tom Yum Soup, Fish, Salad",Thai,700,Delivery
19040,Stoner,Yes,No,4.5,2686,Indiranagar,"Dessert Parlor, Cafe","Tiramisu Ice Cream, Chocolate Overload, Paneer Tikka Pizza, Hot Chocolate, Chicken Chilli Pizza, Mango Tango, Chocolate Lava","Ice Cream, Cafe, Beverages, Burger, Desserts, Pizza",550,Delivery
19043,Nandhana Palace,No,Yes,4.2,902,Indiranagar,"Casual Dining, Bar","Andhra Meal, Mutton Soup, Vegetable Biryani, Non Veg Thali, Chicken Boneless Biryani, Mutton Biryani, Chilli Chicken","Andhra, Biryani, North Indian, Chinese",800,Delivery
19044,A2B - Adyar Ananda Bhavan,Yes,No,3,564,Indiranagar,Casual Dining,"Pav Bhaji, Filter Coffee, Onion Dosa, Rava Dosa, Mysore Pak, Vada, Filter Kaapi","South Indian, North Indian, Street Food",200,Delivery
19045,Ambur Star Briyani,Yes,No,3.6,17,Indiranagar,Casual Dining,NA,"North Indian, Chinese, Biryani",500,Delivery
19047,Roll Er Dokaan,Yes,No,3.9,137,Jeevan Bhima Nagar,Quick Bites,"Rolls, Paratha, Double Egg Roll","Street Food, Rolls",300,Delivery
19052,Malabar,Yes,No,3,159,Jeevan Bhima Nagar,Casual Dining,"Malabar Fish Curry, Appam, Idiyappam, Sea Food, Fish Fry, Thali, Ghee Rice",South Indian,400,Delivery
